series,Units,date,price
Congo (12.5kg cylinder),XAF/cylinder,2017-12-03,6600
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2017-12-03,2000
Curacao (100 lb bottle),NAF per 100 lb bottle,2017-12-03,50
Curacao (20 lb bottle),NAF per 20 lb bottle,2017-12-03,10
Egypt (LGP 12.5kg),EGP/cylinder,2017-12-03,30
Egypt (LGP 25kg),EGP/cylinder,2017-12-03,60
El Salvador (10 lbs)- commercial,US$/cylinder,2017-12-03,5.18
El Salvador (10 lbs)- hh,US$/cylinder,2017-12-03,5.18
El Salvador (20 lbs)- commercial,US$/cylinder,2017-12-03,10.1
El Salvador (20 lbs)- hh,US$/cylinder,2017-12-03,10.1
El Salvador (25 lbs) - commercial,US$/cylinder,2017-12-03,12.54
El Salvador (25 lbs) - hh,US$/cylinder,2017-12-03,12.54
El Salvador (35 lbs) - commercial,US$/cylinder,2017-12-03,17.47
El Salvador (35 lbs) - hh,US$/cylinder,2017-12-03,17.47
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2017-12-03,33.55
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2017-12-03,12.58
Fiji (LPG per kg wholesale),Fiji dollar per kg,2017-12-03,2.38
Gabon (12.5kg cylinder),XAF/cylinder,2017-12-03,5450
Ghana (based on biweekly price survey),GHS/kg,2017-12-03,5.039483044480359
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2017-12-03,40
Grenada - LPG 20 lb cylinder - Petrocaribe,EC$/cylinder,2017-12-03,37
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2017-12-03,120
Honduras (LPG 25lb),HNL/cylinder,2017-12-03,263.07
India (14.2 kg subsidized) - Mumbai ,INR/cylinder,2017-12-03,482
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2017-12-03,719
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2017-12-03,747
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2017-12-03,272.5
Israel (LPG) - prices at refinery gate excluding taxes and duties,ILS/kg,2017-12-03,2.0402
Jamaica (Butane),JMD/liter,2017-12-03,51.47
Jamaica (Propane),JMD/liter,2017-12-03,49.8175
Jordan (LPG - 12.5kg),JD/CY,2017-12-03,7
Lebanon (LPG 10kg),LBP/cylinder,2017-12-03,15850
Malaysia,RM/kg,2017-12-03,1.9
Malaysia (10 kg cylinder),RM/cylinder,2017-12-03,19
Malaysia (12kg cylinder),RM/cylinder,2017-12-03,22.8
Malaysia (14kg cylinder),RM/cylinder,2017-12-03,26.6
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2017-12-03,23.26
Mexico  - Baja California Region (Tijuana),peso/kg,2017-12-03,20.55688854085203
Mexico  - Mexico Region,peso/kg,2017-12-03,18.759576438499664
Mexico  - Mexico City,peso/kg,2017-12-03,18.599382947674897
Mozambique,metical/kg,2017-12-03,70.11
Nepal (14.2 kg cylinders),NPR/cylinder,2017-12-03,1350
Nicaragua (LPG 25lb),córdobas/cylinder,2017-12-03,331.1470588235294
Niger (12.5 kg cylinder),XOF/cylinder,2017-12-03,3750
Niger (3 kg cylinder),XOF/cylinder,2017-12-03,900
Niger (6 kg cylinder),XOF/cylinder,2017-12-03,1800
Niger (per kg),XOF/kg,2017-12-03,300
Nigeria (5kg cylinder refilling) - Abuja,NGN/cylinder,2017-12-03,2100
Nigeria (5kg cylinder refilling) - Lagos,NGN/cylinder,2017-12-03,2344.11764705882
Nigeria (5kg cylinder refilling)- Kano,NGN/cylinder,2017-12-03,2242.3464672904756
Peru (Petroperu Calla district where Lima is),soles/gallon,2017-12-03,1.83
Senegal (6kg cylinder),XOF/cylinder,2017-12-03,2885
South Africa - Coastal Regions,South African cents/kg,2017-12-03,2236
South Africa - Gauteng Region,South African cents/kg,2017-12-03,2438
Syria (LPG subsidized 10kg),lira/cylinder,2017-12-03,2500
Thailand (LPG cooking) - Ex-refinery Price,Baht/kg,2017-12-03,20.040622580645163
Thailand (LPG cooking) - Retail Price,Baht/kg,2017-12-03,20.896587096774194
Thailand (LPG industry) - Ex-refinery Price,Baht/kg,2017-12-03,20.040622580645163
Thailand (LPG industry) - Retail Price,Baht/kg,2017-12-03,20.896587096774194
Thailand (LPG low income hh) - Ex-refinery Price,Baht/kg,2017-12-03,20.040622580645163
Thailand (LPG low income hh) - Retail Price,Baht/kg,2017-12-03,18.4
Togo (12.5kg bottle),XOF/cylinder,2017-12-03,6500
Togo (6kg bottle),XOF/cylinder,2017-12-03,3120
Uruguay,UYU/kg,2017-12-03,37.80 
West Bank & Gaza (LPG 12kg),Sheker/Cylinder,2017-12-03,60
West Bank & Gaza (LPG 48kg),Sheker/Cylinder,2017-12-03,240
West Bank & Gaza (LPG 5kg),Sheker/Cylinder,2017-12-03,25
Angola (LPG) ,kwanzas/kg,2018-01-03,100.0
Belize (100 lbs),BEL$/cylinder,2018-01-03,99.22
Benin (LPG 12.5 Kg) -Cotonou ,XOF/cylinder,2018-01-03,6950.0
Benin (LPG 6kg) -Cotonou ,XOF/cylinder,2018-01-03,3500.0
Brazil (LPG 13 kg bottle) - Country Average,R$/13kg,2018-01-03,67.306
Brazil (LPG 13 kg bottle) - Distrito Federal,R$/13kg,2018-01-03,69.145
Brazil (LPG 13 kg bottle) - Rio de Janeiro,R$/13kg,2018-01-03,62.27
Burkina Faso  (12.5kg cylinder),XOF/cylinder,2018-01-03,5000.0
Cabo Verde (per kg), ECV/Kg,2018-01-03,134.1
Cameroon (12.5kg cylinder),XAF/cylinder,2018-01-03,6500.0
Central African Republic (36kg cylinder),XAF/cylinder,2018-01-03,500.0
Chile (LPG catalytic 5kg) - Metropolitan Region,CH$/liter,2018-01-03,7999.01960784314
Chile (LPG current 5kg) - Metropolitan Region,CH$/liter,2018-01-03,7871.56862745098
Congo (12.5kg cylinder),XAF/cylinder,2018-01-03,6600.0
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2018-01-03,2000.0
Curacao (100 lb bottle),NAF per 100 lb bottle,2018-01-03,50.0
Curacao (20 lb bottle),NAF per 20 lb bottle,2018-01-03,10.0
Egypt (LGP 12.5kg),EGP/cylinder,2018-01-03,30.0
Egypt (LGP 25kg),EGP/cylinder,2018-01-03,60.0
El Salvador (10 lbs)- commercial,US$/cylinder,2018-01-03,5.08
El Salvador (10 lbs)- hh,US$/cylinder,2018-01-03,5.08
El Salvador (20 lbs)- commercial,US$/cylinder,2018-01-03,9.9
El Salvador (20 lbs)- hh,US$/cylinder,2018-01-03,9.9
El Salvador (25 lbs) - commercial,US$/cylinder,2018-01-03,12.29
El Salvador (25 lbs) - hh,US$/cylinder,2018-01-03,12.29
El Salvador (35 lbs) - commercial,US$/cylinder,2018-01-03,17.11
El Salvador (35 lbs) - hh,US$/cylinder,2018-01-03,17.11
French Guiana ,EUR per 12.5 kg bottle,2018-01-03,22.51
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2018-01-03,38.48
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2018-01-03,14.43
Fiji (LPG per kg wholesale),Fiji dollar per kg,2018-01-03,2.72
Gabon (12.5kg cylinder),XAF/cylinder,2018-01-03,5450.0
Ghana (based on biweekly price survey),GHS/kg,2018-01-03,4.887472911500975
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2018-01-03,40.0
Grenada - LPG 20 lb cylinder - Petrocaribe,EC$/cylinder,2018-01-03,37.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2018-01-03,120.0
Honduras (LPG 25lb),HNL/cylinder,2018-01-03,263.07
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2018-01-03,713.0
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2018-01-03,741.0
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2018-01-03,270.5
Israel (LPG) - prices at refinery gate excluding taxes and duties,ILS/kg,2018-01-03,2.1279899999999996
Jamaica (Butane),JMD/liter,2018-01-03,50.9375
Jamaica (Propane),JMD/liter,2018-01-03,48.292500000000004
Jordan (LPG - 12.5kg),JD/CY,2018-01-03,7.0
Lebanon (LPG 10kg),LBP/cylinder,2018-01-03,15850.0
Malaysia,RM/kg,2018-01-03,1.9
Malaysia (10 kg cylinder),RM/cylinder,2018-01-03,19.0
Malaysia (12kg cylinder),RM/cylinder,2018-01-03,22.8
Malaysia (14kg cylinder),RM/cylinder,2018-01-03,26.6
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2018-01-03,22.97
Mauritania (12kg cylinder),MRU/cylinder,2018-01-03,30.0
Mexico  - Baja California Region (Tijuana),peso/kg,2018-01-03,21.083231081378017
Mexico  - Mexico Region,peso/kg,2018-01-03,19.077097084733655
Mexico  - Mexico City,peso/kg,2018-01-03,19.05174886760615
Mozambique,metical/kg,2018-01-03,68.43
Nepal (14.2 kg cylinders),NPR/cylinder,2018-01-03,1375.0
Nicaragua (LPG 25lb),córdobas/cylinder,2018-01-03,332.02941176470586
Niger (12.5 kg cylinder),XOF/cylinder,2018-01-03,3750.0
Niger (3 kg cylinder),XOF/cylinder,2018-01-03,900.0
Niger (6 kg cylinder),XOF/cylinder,2018-01-03,1800.0
Niger (per kg),XOF/kg,2018-01-03,300.0
Nigeria (5kg cylinder refilling) - Abuja,NGN/cylinder,2018-01-03,2060.0
Nigeria (5kg cylinder refilling) - Lagos,NGN/cylinder,2018-01-03,2290.47619047619
Nigeria (5kg cylinder refilling)- Kano,NGN/cylinder,2018-01-03,2250.0
Peru (Petroperu Calla district where Lima is),soles/gallon,2018-01-03,1.83
Saudi Arabia (Gas Cylinder LPG (I think 16 kg see https://www.argaam.com/en/article/articledetail/id/524074)),SAR/cylinder,2018-01-03,18.85
Senegal (6kg cylinder),XOF/cylinder,2018-01-03,2885.0
South Africa - Coastal Regions,South African cents/kg,2018-01-03,2165.0
South Africa - Gauteng Region,South African cents/kg,2018-01-03,2367.0
Syria (LPG subsidized 10kg),lira/cylinder,2018-01-03,2500.0
Thailand (LPG cooking) - Ex-refinery Price,Baht/kg,2018-01-03,19.432970967741934
Thailand (LPG cooking) - Retail Price,Baht/kg,2018-01-03,20.38
Thailand (LPG industry) - Ex-refinery Price,Baht/kg,2018-01-03,19.432970967741934
Thailand (LPG industry) - Retail Price,Baht/kg,2018-01-03,20.38
Thailand (LPG low income hh) - Ex-refinery Price,Baht/kg,2018-01-03,19.432970967741934
Thailand (LPG low income hh) - Retail Price,Baht/kg,2018-01-03,17.88
Togo (12.5kg bottle),XOF/cylinder,2018-01-03,6500.0
Togo (6kg bottle),XOF/cylinder,2018-01-03,3120.0
Uruguay,UYU/kg,2018-01-03,37.8
West Bank & Gaza (LPG 12kg),Sheker/Cylinder,2018-01-03,61.0
West Bank & Gaza (LPG 48kg),Sheker/Cylinder,2018-01-03,244.0
West Bank & Gaza (LPG 5kg),Sheker/Cylinder,2018-01-03,25.0
Angola (LPG) ,kwanzas/kg,2018-02-03,100.0
Belize (100 lbs),BEL$/cylinder,2018-02-03,103.53
Benin (LPG 12.5 Kg) -Cotonou ,XOF/cylinder,2018-02-03,7400.0
Benin (LPG 6kg) -Cotonou ,XOF/cylinder,2018-02-03,3700.0
Brazil (LPG 13 kg bottle) - Country Average,R$/13kg,2018-02-03,66.803
Brazil (LPG 13 kg bottle) - Distrito Federal,R$/13kg,2018-02-03,69.937
Brazil (LPG 13 kg bottle) - Rio de Janeiro,R$/13kg,2018-02-03,61.394
Burkina Faso  (12.5kg cylinder),XOF/cylinder,2018-02-03,5000.0
Cabo Verde (per kg), ECV/Kg,2018-02-03,130.3
Cameroon (12.5kg cylinder),XAF/cylinder,2018-02-03,6500.0
Central African Republic (36kg cylinder),XAF/cylinder,2018-02-03,500.0
Chile (LPG catalytic 5kg) - Metropolitan Region,CH$/liter,2018-02-03,7775.0
Chile (LPG current 5kg) - Metropolitan Region,CH$/liter,2018-02-03,7647.54901960784
Congo (12.5kg cylinder),XAF/cylinder,2018-02-03,6600.0
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2018-02-03,2000.0
Curacao (100 lb bottle),NAF per 100 lb bottle,2018-02-03,55.0
Curacao (20 lb bottle),NAF per 20 lb bottle,2018-02-03,11.0
Egypt (LGP 12.5kg),EGP/cylinder,2018-02-03,30.0
Egypt (LGP 25kg),EGP/cylinder,2018-02-03,60.0
El Salvador (10 lbs)- commercial,US$/cylinder,2018-02-03,4.93
El Salvador (10 lbs)- hh,US$/cylinder,2018-02-03,4.93
El Salvador (20 lbs)- commercial,US$/cylinder,2018-02-03,9.59
El Salvador (20 lbs)- hh,US$/cylinder,2018-02-03,9.59
El Salvador (25 lbs) - commercial,US$/cylinder,2018-02-03,11.9
El Salvador (25 lbs) - hh,US$/cylinder,2018-02-03,11.9
El Salvador (35 lbs) - commercial,US$/cylinder,2018-02-03,16.57
El Salvador (35 lbs) - hh,US$/cylinder,2018-02-03,16.57
French Guiana ,EUR per 12.5 kg bottle,2018-02-03,22.05
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2018-02-03,38.48
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2018-02-03,14.43
Fiji (LPG per kg wholesale),Fiji dollar per kg,2018-02-03,2.72
Gabon (12.5kg cylinder),XAF/cylinder,2018-02-03,5450.0
Ghana (based on biweekly price survey),GHS/kg,2018-02-03,4.861476256824972
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2018-02-03,40.0
Grenada - LPG 20 lb cylinder - Petrocaribe,EC$/cylinder,2018-02-03,37.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2018-02-03,120.0
Honduras (LPG 25lb),HNL/cylinder,2018-02-03,263.07
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2018-02-03,708.0
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2018-02-03,268.5
Israel (LPG) - prices at refinery gate excluding taxes and duties,ILS/kg,2018-02-03,1.97323
Jamaica (Butane),JMD/liter,2018-02-03,47.585
Jamaica (Propane),JMD/liter,2018-02-03,44.8675
Jordan (LPG - 12.5kg),JD/CY,2018-02-03,7.0
Lebanon (LPG 10kg),LBP/cylinder,2018-02-03,14975.0
Malaysia,RM/kg,2018-02-03,1.9
Malaysia (10 kg cylinder),RM/cylinder,2018-02-03,19.0
Malaysia (12kg cylinder),RM/cylinder,2018-02-03,22.8
Malaysia (14kg cylinder),RM/cylinder,2018-02-03,26.6
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2018-02-03,22.49
Mauritania (12kg cylinder),MRU/cylinder,2018-02-03,30.0
Mexico  - Baja California Region (Tijuana),peso/kg,2018-02-03,21.30773223858987
Mexico  - Mexico Region,peso/kg,2018-02-03,18.445438730821323
Mexico  - Mexico City,peso/kg,2018-02-03,18.64142017219028
Mozambique,metical/kg,2018-02-03,68.43
Nicaragua (LPG 25lb),córdobas/cylinder,2018-02-03,319.74264705882354
Niger (12.5 kg cylinder),XOF/cylinder,2018-02-03,3750.0
Niger (3 kg cylinder),XOF/cylinder,2018-02-03,900.0
Niger (6 kg cylinder),XOF/cylinder,2018-02-03,1800.0
Niger (per kg),XOF/kg,2018-02-03,300.0
Nigeria (5kg cylinder refilling) - Abuja,NGN/cylinder,2018-02-03,1820.0
Nigeria (5kg cylinder refilling) - Lagos,NGN/cylinder,2018-02-03,2190.0
Nigeria (5kg cylinder refilling)- Kano,NGN/cylinder,2018-02-03,2150.0
Peru (Petroperu Calla district where Lima is),soles/gallon,2018-02-03,1.83
Saudi Arabia (Gas Cylinder LPG (I think 16 kg see https://www.argaam.com/en/article/articledetail/id/524074)),SAR/cylinder,2018-02-03,18.85
Senegal (6kg cylinder),XOF/cylinder,2018-02-03,2885.0
South Africa - Coastal Regions,South African cents/kg,2018-02-03,2142.0
South Africa - Gauteng Region,South African cents/kg,2018-02-03,2344.0
Syria (LPG subsidized 10kg),lira/cylinder,2018-02-03,2500.0
Thailand (LPG cooking) - Ex-refinery Price,Baht/kg,2018-02-03,16.782725
Thailand (LPG cooking) - Retail Price,Baht/kg,2018-02-03,19.82
Thailand (LPG industry) - Ex-refinery Price,Baht/kg,2018-02-03,16.782725
Thailand (LPG industry) - Retail Price,Baht/kg,2018-02-03,19.82
Thailand (LPG low income hh) - Ex-refinery Price,Baht/kg,2018-02-03,16.782725
Thailand (LPG low income hh) - Retail Price,Baht/kg,2018-02-03,17.32
Togo (12.5kg bottle),XOF/cylinder,2018-02-03,6500.0
Togo (6kg bottle),XOF/cylinder,2018-02-03,3120.0
Uruguay,UYU/kg,2018-02-03,37.8
West Bank & Gaza (LPG 12kg),Sheker/Cylinder,2018-02-03,61.0
West Bank & Gaza (LPG 48kg),Sheker/Cylinder,2018-02-03,244.0
West Bank & Gaza (LPG 5kg),Sheker/Cylinder,2018-02-03,25.0
Angola (LPG) ,kwanzas/kg,2018-03-03,100.0
Argentina (LPG),Argentine Peso per litre,2018-03-03,24.843
Belize (100 lbs),BEL$/cylinder,2018-03-03,105.51
Benin (LPG 12.5 Kg) -Cotonou ,XOF/cylinder,2018-03-03,7400.0
Benin (LPG 6kg) -Cotonou ,XOF/cylinder,2018-03-03,3700.0
Brazil (LPG 13 kg bottle) - Country Average,R$/13kg,2018-03-03,66.79
Brazil (LPG 13 kg bottle) - Distrito Federal,R$/13kg,2018-03-03,68.819
Brazil (LPG 13 kg bottle) - Rio de Janeiro,R$/13kg,2018-03-03,61.78
Burkina Faso  (12.5kg cylinder),XOF/cylinder,2018-03-03,5000.0
Cabo Verde (per kg), ECV/Kg,2018-03-03,123.2
Cameroon (12.5kg cylinder),XAF/cylinder,2018-03-03,6500.0
Central African Republic (36kg cylinder),XAF/cylinder,2018-03-03,500.0
Chile (LPG catalytic 5kg) - Metropolitan Region,CH$/liter,2018-03-03,7999.01960784314
Chile (LPG current 5kg) - Metropolitan Region,CH$/liter,2018-03-03,7871.56862745098
Congo (12.5kg cylinder),XAF/cylinder,2018-03-03,6600.0
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2018-03-03,2000.0
Curacao (100 lb bottle),NAF per 100 lb bottle,2018-03-03,55.0
Curacao (20 lb bottle),NAF per 20 lb bottle,2018-03-03,11.0
Egypt (LGP 12.5kg),EGP/cylinder,2018-03-03,30.0
Egypt (LGP 25kg),EGP/cylinder,2018-03-03,60.0
El Salvador (10 lbs)- commercial,US$/cylinder,2018-03-03,4.82
El Salvador (10 lbs)- hh,US$/cylinder,2018-03-03,4.82
El Salvador (20 lbs)- commercial,US$/cylinder,2018-03-03,9.37
El Salvador (20 lbs)- hh,US$/cylinder,2018-03-03,9.37
El Salvador (25 lbs) - commercial,US$/cylinder,2018-03-03,11.63
El Salvador (25 lbs) - hh,US$/cylinder,2018-03-03,11.63
El Salvador (35 lbs) - commercial,US$/cylinder,2018-03-03,16.19
El Salvador (35 lbs) - hh,US$/cylinder,2018-03-03,16.19
French Guiana ,EUR per 12.5 kg bottle,2018-03-03,21.38
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2018-03-03,38.48
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2018-03-03,14.43
Fiji (LPG per kg wholesale),Fiji dollar per kg,2018-03-03,2.72
Gabon (12.5kg cylinder),XAF/cylinder,2018-03-03,5450.0
Ghana (based on biweekly price survey),GHS/kg,2018-03-03,4.722453300795884
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2018-03-03,40.0
Grenada - LPG 20 lb cylinder - Petrocaribe,EC$/cylinder,2018-03-03,37.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2018-03-03,120.0
Honduras (LPG 25lb),HNL/cylinder,2018-03-03,269.07
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2018-03-03,736.0
Israel (LPG) - prices at refinery gate excluding taxes and duties,ILS/kg,2018-03-03,1.7354
Jamaica (Butane),JMD/liter,2018-03-03,48.06285714285714
Jamaica (Propane),JMD/liter,2018-03-03,44.472857142857144
Jordan (LPG - 12.5kg),JD/CY,2018-03-03,7.0
Lebanon (LPG 10kg),LBP/cylinder,2018-03-03,14450.0
Malaysia,RM/kg,2018-03-03,1.9
Malaysia (10 kg cylinder),RM/cylinder,2018-03-03,19.0
Malaysia (12kg cylinder),RM/cylinder,2018-03-03,22.8
Malaysia (14kg cylinder),RM/cylinder,2018-03-03,26.6
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2018-03-03,21.8
Mauritania (12kg cylinder),MRU/cylinder,2018-03-03,30.0
Mexico  - Baja California Region (Tijuana),peso/kg,2018-03-03,20.42098522005676
Mexico  - Mexico Region,peso/kg,2018-03-03,17.575623132864926
Mexico  - Mexico City,peso/kg,2018-03-03,17.706601967195635
Mozambique,metical/kg,2018-03-03,65.18
Nicaragua (LPG 25lb),córdobas/cylinder,2018-03-03,311.8529411764706
Niger (12.5 kg cylinder),XOF/cylinder,2018-03-03,3750.0
Niger (3 kg cylinder),XOF/cylinder,2018-03-03,900.0
Niger (6 kg cylinder),XOF/cylinder,2018-03-03,1800.0
Niger (per kg),XOF/kg,2018-03-03,300.0
Nigeria (5kg cylinder refilling) - Abuja,NGN/cylinder,2018-03-03,1760.0
Nigeria (5kg cylinder refilling) - Lagos,NGN/cylinder,2018-03-03,2193.0
Nigeria (5kg cylinder refilling)- Kano,NGN/cylinder,2018-03-03,2033.3333333333333
Peru (Petroperu Calla district where Lima is),soles/gallon,2018-03-03,1.83
Saudi Arabia (Gas Cylinder LPG (I think 16 kg see https://www.argaam.com/en/article/articledetail/id/524074)),SAR/cylinder,2018-03-03,18.85
Senegal (6kg cylinder),XOF/cylinder,2018-03-03,2885.0
South Africa - Coastal Regions,South African cents/kg,2018-03-03,2073.0
South Africa - Gauteng Region,South African cents/kg,2018-03-03,2275.0
Syria (LPG subsidized 10kg),lira/cylinder,2018-03-03,2500.0
Thailand (LPG cooking) - Ex-refinery Price,Baht/kg,2018-03-03,15.80928064516129
Thailand (LPG cooking) - Retail Price,Baht/kg,2018-03-03,19.82
Thailand (LPG industry) - Ex-refinery Price,Baht/kg,2018-03-03,15.80928064516129
Thailand (LPG industry) - Retail Price,Baht/kg,2018-03-03,19.82
Thailand (LPG low income hh) - Ex-refinery Price,Baht/kg,2018-03-03,15.80928064516129
Thailand (LPG low income hh) - Retail Price,Baht/kg,2018-03-03,17.32
Togo (12.5kg bottle),XOF/cylinder,2018-03-03,6500.0
Togo (6kg bottle),XOF/cylinder,2018-03-03,3120.0
Uruguay,UYU/kg,2018-03-03,37.8
West Bank & Gaza (LPG 12kg),Sheker/Cylinder,2018-03-03,61.0
West Bank & Gaza (LPG 48kg),Sheker/Cylinder,2018-03-03,244.0
West Bank & Gaza (LPG 5kg),Sheker/Cylinder,2018-03-03,25.0
Angola (LPG) ,kwanzas/kg,2018-04-03,100.0
Belize (100 lbs),BEL$/cylinder,2018-04-03,115.51
Benin (LPG 12.5 Kg) -Cotonou ,XOF/cylinder,2018-04-03,6500.0
Benin (LPG 6kg) -Cotonou ,XOF/cylinder,2018-04-03,3200.0
Brazil (LPG 13 kg bottle) - Country Average,R$/13kg,2018-04-03,66.985
Brazil (LPG 13 kg bottle) - Distrito Federal,R$/13kg,2018-04-03,68.827
Brazil (LPG 13 kg bottle) - Rio de Janeiro,R$/13kg,2018-04-03,62.456
Burkina Faso  (12.5kg cylinder),XOF/cylinder,2018-04-03,5000.0
Cabo Verde (per kg), ECV/Kg,2018-04-03,124.9
Cameroon (12.5kg cylinder),XAF/cylinder,2018-04-03,6500.0
Central African Republic (36kg cylinder),XAF/cylinder,2018-04-03,500.0
Chile (LPG catalytic 5kg) - Metropolitan Region,CH$/liter,2018-04-03,8015.19607843137
Chile (LPG current 5kg) - Metropolitan Region,CH$/liter,2018-04-03,7887.74509803922
Congo (12.5kg cylinder),XAF/cylinder,2018-04-03,6600.0
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2018-04-03,2000.0
Curacao (100 lb bottle),NAF per 100 lb bottle,2018-04-03,60.0
Curacao (20 lb bottle),NAF per 20 lb bottle,2018-04-03,12.0
Egypt (LGP 12.5kg),EGP/cylinder,2018-04-03,30.0
Egypt (LGP 25kg),EGP/cylinder,2018-04-03,60.0
El Salvador (10 lbs)- commercial,US$/cylinder,2018-04-03,4.67
El Salvador (10 lbs)- hh,US$/cylinder,2018-04-03,4.67
El Salvador (20 lbs)- commercial,US$/cylinder,2018-04-03,9.08
El Salvador (20 lbs)- hh,US$/cylinder,2018-04-03,9.08
El Salvador (25 lbs) - commercial,US$/cylinder,2018-04-03,11.26
El Salvador (25 lbs) - hh,US$/cylinder,2018-04-03,11.26
El Salvador (35 lbs) - commercial,US$/cylinder,2018-04-03,15.68
El Salvador (35 lbs) - hh,US$/cylinder,2018-04-03,15.68
French Guiana ,EUR per 12.5 kg bottle,2018-04-03,21.06
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2018-04-03,33.94
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2018-04-03,12.72
Fiji (LPG per kg wholesale),Fiji dollar per kg,2018-04-03,2.83
Gabon (12.5kg cylinder),XAF/cylinder,2018-04-03,5450.0
Ghana (based on biweekly price survey),GHS/kg,2018-04-03,4.750650228411628
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2018-04-03,40.0
Grenada - LPG 20 lb cylinder - Petrocaribe,EC$/cylinder,2018-04-03,37.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2018-04-03,120.0
Honduras (LPG 25lb),HNL/cylinder,2018-04-03,273.17833333333334
India (14.2 kg subsidized) - New Delhi ,INR/cylinder,2018-04-03,493.55
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2018-04-03,625.0
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2018-04-03,653.5
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2018-04-03,329.5
